mbr+ spr+ brc
5250 436473 3
1203 52230 4
8289 418959 6
3113 216117 1
6004 270534 3
7052 323727 10
9077 256341 3
2991 169232 10
6857 142064 5
4620 341756 8
3759 416310 4
4263 68830 1
3698 489316 4
2321 69034 2
3956 52491 9
8511 273370 3
8149 123973 9
641 172954 4
1815 285863 5
3854 239000 6
8030 400166 5
1046 6716 11
5932 214055 1
4999 331283 10
9470 461308 1
5281 297542 4
5775 24711 1
6261 131490 2
8531 439584 7
8385 282728 7
7888 417662 3
661 425965 10
6764 78087 4
6335 382793 6
5595 393714 11
4423 283580 5
3246 6410 6
7724 347996 7
625 88290 3
4825 250429 4
8436 297228 9
2588 382413 5
8821 399128 11
6030 12650 7
5686 217537 10
7567 252213 4
5642 214501 2
1399 41651 10
2576 391532 6
3147 436188 10
3195 163975 9
5246 201862 4
5458 448565 6
2117 105185 1
9943 253750 1
7876 210946 10
1292 73028 9
219 340175 10
7533 156748 6
3435 258298 10
1675 448136 2
1354 458216 5
494 418337 4
5339 255168 9
7245 195571 6
4157 20536 4
1618 353525 9
8534 484058 3
4105 387772 2
6114 40315 11
1714 213548 6
5916 61173 4
8120 422696 2
100 355604 5
1516 124526 3
3245 412778 2
4877 363301 3
5557 276639 11
6258 152906 4
4847 464621 11
5172 492385 1
9922 453996 7
499 151791 11
8305 340234 8
1989 496477 8
472 173055 3
7910 110531 7
4766 398021 2
156 211932 5
7966 157926 3
2747 119796 5
4935 113110 10
1335 323326 6
3864 465406 9
8795 495325 11
6571 375485 10
2452 216246 6
4189 332712 1
8486 255023 4
6478 178979 1
2196 490617 10
9040 202295 10
2673 210031 10
4857 469796 2
7597 158295 4
2042 359755 3
1968 366960 5
9058 293898 4
2287 137971 7
2954 123038 6
5699 453592 8
227 24821 9
5363 388459 10
6697 247830 9
5341 324746 4
9600 99476 3
1029 275002 9
2092 391868 7
798 124022 6
7124 208419 2
1456 119536 9
3204 19001 1
2766 122119 6
7488 377856 1
7724 285113 5
1575 150949 1
5276 393252 1
1141 362720 9
7703 319312 11
7732 476206 1
6217 173830 9
2531 348859 11
4064 176972 1
5838 226053 7
1078 399536 4
3425 112626 11
9801 441386 7
8973 415602 6
5868 121093 3
2896 462211 9
8461 188809 7
3686 320336 8
6790 348857 6
9790 136024 5
7519 143089 11
294 331732 10
3602 395871 10
8591 72900 10
2880 384686 7
598 244004 2
5749 68131 10
5452 5051 6
3820 321593 6
7313 459597 11
4917 156728 3
5872 175523 2
320 77624 7
2686 95764 8
6596 93515 7
5343 169480 8
6075 25391 6
4819 245077 10
9401 193735 8
6725 334553 7
1577 60369 1
283 428915 1
6227 87328 9
5510 217376 9
1963 345697 10
8680 471095 9
4274 294859 11
2559 388030 1
6891 392515 10
97 216123 10
5539 318178 3
632 199470 9
422 360335 10
885 454127 1
1411 455239 7
1289 281815 11
8729 93212 1
6027 163209 1
5710 168660 5
3670 291759 4
5511 397185 9
8163 252523 8
1876 201412 1
7151 352394 1
2386 486769 4
3029 76120 6
2276 93424 1
1912 99921 2
4722 405979 7
8457 170827 3
6632 197328 8
339 103090 9
978 467477 9
4755 495525 9
1761 337213 7
4002 185936 3
6678 389199 2
374 81001 10
7279 377909 11
2123 385471 4
6352 50223 10
6182 192659 8
2592 99428 7
5682 475524 7
847 408583 3
8238 251243 3
2588 269226 10
2821 468125 1
7955 69322 8
9887 131038 11
3110 479431 4
9910 394577 10
7915 447473 11
652 444931 3
1144 119634 1
3381 463797 5
9649 472559 6
5882 213139 10
7131 477939 8
7854 350551 6
2418 122430 4
3958 166864 8
2774 145333 5
5718 405148 1
2726 101734 7
4345 451753 5
7864 382227 10
8592 277819 5
5204 462518 5
8432 44590 3
2759 236016 6
2041 96166 4
157 64602 10
5523 467294 5
9968 326569 1
3184 211437 8
6792 173840 2
2026 273981 1
4734 419248 5
442 463147 7
2863 387837 10
4335 51176 9
7644 97175 4
7830 274736 5
4125 254655 7
7985 329997 6
8720 331852 4
7078 32164 7
4484 61137 7
5653 254027 7
4959 424517 1
4822 247668 7
7329 185518 2
1446 427474 8
1715 425067 4
2709 197810 5
3179 107635 8
5312 51167 7
7250 34249 1
7502 375268 9
824 466279 7
7339 370450 11
9638 138996 9
8165 35805 9
4197 476817 11
3243 239197 11
4832 193900 4
9462 124089 6
6835 290399 9
3098 180989 3
4036 44535 5
7259 121682 5
6556 313882 2
1484 58080 10
7659 396363 9
440 212984 2
690 76501 2
4908 392958 3
6431 296948 4
3576 60331 6
3080 85686 3
5078 488687 3
5046 10662 2
4914 209805 1
7261 323929 5
6687 266140 8
8843 102227 8
1 357609 7
8597 329119 11
188 118865 4
8834 315047 2
9893 58792 7
5114 100364 9
2316 180746 10
7792 183559 7
2828 179613 7
7216 350408 9
6314 10772 10
2703 370556 1
7980 206064 9
9797 25871 4
8879 299187 7
957 303737 5
6941 171294 9
6478 322677 11
9301 102487 3
3708 233391 2
5059 323948 2
5668 131197 4
9914 133044 11
3954 121387 2
2345 198267 1
3583 341127 4
4786 13177 5
4944 330007 3
1088 143940 3
5483 243104 6
3778 491946 2
137 319037 3
5308 88175 11
762 140461 3
7846 118214 4
9570 351217 10
5252 289908 4
3182 166760 4
1127 227987 8
1924 314738 11
9926 91810 2
335 35936 3
9923 215785 4
4669 249018 6
3432 26670 4
3484 2166 1
9908 261394 9
2881 324965 4
8211 327849 3
8575 24444 2
2001 232102 10
7440 195071 5
8114 421703 9
6249 460050 8
2342 365872 6
3048 256073 11
6903 21013 11
1370 311104 3
9289 323019 6
8746 178523 5
7800 273032 10
4791 265997 4
7666 18872 5
2048 476080 6
2121 460976 11
6053 274822 7
3930 271001 9
3795 383982 5
9322 382764 5
6190 438747 2
9399 158741 4
2701 292986 8
4691 188025 4
7747 492696 9
6759 446306 8
5076 6500 1
1033 432683 11
678 302335 3
3867 334392 1
2085 336523 11
3039 391942 8
7924 266414 4
7830 20634 8
2938 284224 9
1966 45176 9
2020 397659 8
6943 179001 2
8264 44735 6
7951 317623 9
4613 221452 6
6686 275397 9
3924 111307 8
2754 116132 6
6125 403453 5
4456 109520 9
2654 368516 8
8704 34769 1
8455 413282 8
8998 212443 10
5008 125392 9
3338 215359 1
6739 26664 3
5298 104135 5
5231 84450 6
4218 496259 4
5705 499921 1
1538 281538 6
2180 35736 11
6982 397340 3
7635 126916 10
6675 192158 4
3541 29743 6
6368 357308 7
4568 244911 5
5930 477623 4
3680 45270 9
5638 268895 9
4837 470315 8
1696 396903 3
6199 366656 1
2266 80947 8
3278 230476 6
5926 204672 1
8465 452413 3
2775 86877 7
2881 416713 2
4903 186334 1
2334 143636 9
524 407788 1
8395 374838 4
1217 203270 9
5694 397642 9
9246 400824 6
66 28729 6
4629 16807 11
3668 144553 7
3414 352350 4
5015 465057 1
8781 250281 4
7659 179766 10
1692 419688 3
4586 342385 11
1494 387135 6
3025 104940 9
6132 296374 6
3391 158651 2
7686 397959 10
8027 28262 3
990 208675 10
546 72739 8
6726 291187 5
9784 246708 11
3515 134198 7
3260 192815 4
6746 277145 10
7811 78892 4
2499 70362 7
6455 218882 6
3699 469595 11
9608 5665 2
9087 310030 7
4743 150277 2
3833 236701 1
6087 134224 11
3804 265102 4
8219 430556 10
6146 6599 11
6520 487975 7
2013 437171 10
2139 304427 4
7040 39801 9
1088 174454 7
6042 54660 8
4249 197922 1
8575 171604 8
4927 389738 10
1864 448110 9
5014 137300 7
603 37426 10
2165 312343 11
4597 13162 7
8676 485849 5
8937 195505 7
3076 359015 7
6205 172928 1
9922 31188 5
986 205272 10
798 236334 7
4349 142451 3
7447 274581 4
4390 175320 2
2683 10602 3
5472 426975 4
5490 100434 3
4116 51502 6
737 341004 2
1395 43604 1
3291 154073 10
6646 379166 10
1928 340171 9
3709 102039 4
6144 426524 7
5107 363078 2
3511 335686 6
3344 388961 1
4506 483412 10
4642 280612 5
5093 287155 4
9751 234730 4
4843 123764 2
4145 475480 1
4882 163933 4
9411 212587 1
3890 55204 9
4197 12754 7
5811 353951 4
1382 138847 2
7853 45404 10
23 438227 2
6543 196243 8
9903 462615 7
9802 300837 10
762 316606 9
3936 159636 9
6812 421693 9
9235 486110 9
7076 241216 4
5768 495383 1
8665 341023 9
8361 146422 2
5100 487513 8
3007 92175 5
6023 82076 5
5825 375898 2
1898 141061 3
8204 353489 8
6459 91507 11
9292 15289 4
5312 288400 3
8344 238365 6
5146 120700 9
7153 144464 8
5151 21304 2
5174 83644 3
1348 62884 7
5483 361487 3
5194 248603 7
3337 202722 4
8769 176626 7
4293 19288 3
3753 83653 11
2442 331684 4
7949 190461 3
801 314500 11
1560 447115 3
7825 351873 4
3339 223294 5
9555 73295 2
8296 427606 5
5780 384532 8
8097 443160 8
6765 75402 6
1735 259555 6
5161 221439 7
1890 122810 6
5618 334045 7
6538 429140 8
9485 20496 5
9550 428221 7
1369 200699 11
6784 42536 2
975 220800 2
2777 39253 7
8034 456668 7
7209 22392 11
5446 47882 6
1146 120062 9
3789 182372 11
144 213297 8
1999 381110 5
2242 428583 10
3504 400312 2
5769 134761 4
2390 255678 8
2303 449206 11
1321 31728 3
7465 306416 1
4184 410729 4
80 231256 6
6984 297167 7
2641 155571 7
8346 183726 3
9781 287119 3
1539 468345 3
6409 463040 3
9492 442461 3
7580 177598 5
5385 57624 5
8165 156888 8
9918 294194 1
5622 217960 4
3408 388574 11
4608 128811 5
3039 89054 5
7159 148023 2
4126 125757 7
982 331399 1
7181 352922 2
2646 313483 3
3921 344954 6
432 230834 5
4182 225500 1
4298 366342 3
4265 117679 11
8472 45249 7
3233 478187 3
7365 53879 11
4046 334207 11
6730 185040 7
8229 258195 10
8404 255262 5
5580 480598 11
3077 425217 7
4844 478054 1
3919 61751 9
9925 257342 11
5649 148572 7
5645 297609 2
6543 485970 2
2827 143575 10
4531 66953 9
7817 303346 11
3990 172834 11
4235 431503 1
9286 403732 5
8509 254831 3
1558 312650 1
3124 116910 3
8664 318641 2
6585 338644 6
7701 202035 7
5241 242693 4
5160 308097 9
8110 169969 3
5043 246961 2
8030 212034 8
1255 208454 2
3245 355688 3
9191 332277 2
2886 334040 7
4754 193562 5
180 304483 4
5769 160507 2
55 10070 4
9639 327470 6
7577 435369 3
884 270312 6
8735 415351 1
9305 230679 5
9093 14844 11
4623 323052 4
7374 370667 5
5809 26095 10
2285 217902 7
9388 370725 1
2009 324774 5
9050 11735 5
2321 411311 6
9906 342806 10
7282 421681 3
3328 417638 2
3492 280924 11
3602 299415 11
8291 235888 5
6616 389088 9
6228 457680 10
3883 425756 5
5543 38916 1
6607 264885 3
6469 366809 8
374 89381 7
3900 237251 6
325 202332 7
4639 433592 8
4012 398417 5
1331 135761 10
4079 114695 11
8092 421103 9
3658 196049 1
2914 202039 9
9515 150683 8
2930 253867 1
8737 287257 4
4217 24979 11
1476 324864 3
2733 429658 9
7207 436402 10
4036 345638 10
6568 211056 7
1224 219716 10
5435 209514 5
1680 225773 8
3153 273832 4
471 293426 10
4216 161786 7
7877 207257 2
5603 272558 7
89 436277 11
166 400291 10
4561 77064 5
905 219249 11
4852 144332 2
8374 365134 8
2348 200775 6
309 157625 3
3447 93502 8
9054 33912 1
5560 484648 10
1506 356654 11
6492 189491 9
8022 443754 7
7172 451272 5
7646 24033 5
160 197581 7
8607 123864 6
5272 185952 2
4272 437435 11
3706 300189 8
8724 375263 2
3840 214485 2
7325 127840 2
584 406185 1
5889 142131 3
8201 480687 4
6101 1956 4
8673 119018 2
3598 184958 2
2988 91380 6
8104 210181 11
8144 33310 9
6345 391572 5
2898 240307 4
2082 200452 1
8162 118060 2
8625 157316 2
8229 295237 11
5547 17296 8
6185 446543 1
8432 214723 10
2226 158536 7
1734 345399 2
5771 83948 4
935 186773 2
4965 424695 6
4989 335014 8
5513 296431 1
2303 483739 8
3133 291908 7
7176 163426 11
4046 446121 3
6091 321737 2
671 200998 2
5958 19662 5
864 19702 7
137 370272 6
2154 255992 7
509 51746 10
8802 332098 10
6274 212685 9
5288 20947 5
1036 208078 10
3524 388498 9
4784 400988 3
551 445014 2
5442 47125 10
9462 446767 4
9628 443852 7
2359 164311 4
1168 37952 9
9623 238685 2
3074 274207 7
5366 450258 6
9123 315843 10
9524 366333 7
6364 232742 2
1220 377245 1
1701 152750 11
615 344410 8
519 298118 8
7322 261834 5
2761 477830 3
2863 355513 3
1087 113830 4
9072 221213 11
2784 495953 9
3143 430801 9
1289 404155 3
1513 396490 1
5543 21444 4
7485 116374 6
9421 440716 1
727 112051 4
998 142046 7
1366 460761 10
188 278945 11
740 384239 2
7229 381224 11
898 88970 1
51 310711 6
3044 66487 3
7031 462178 1
4440 210471 3
9447 353053 2
4525 175824 2
7835 73542 6
171 22592 2
2882 197373 2
4236 264570 2
1159 52959 4
3300 65904 8
4122 3998 9
9003 99707 2
4231 16635 9
2046 313711 9
6638 103644 11
7750 115877 11
5733 180030 8
6600 430715 10
9558 274870 3
3234 79937 4
5780 347374 4
5736 68128 8
9535 474127 3
1486 314123 3
9464 272646 10
1129 158428 2
8136 88833 11
3230 78148 1
3530 47903 4
1618 381467 6
3002 476870 4
9952 485133 1
3124 170266 1
6404 380348 10
708 45868 3
2102 95028 7
6274 373627 1
618 104223 2
5695 454870 6
7680 213673 7
201 394095 5
4592 427728 7
8489 98230 2
5381 481406 7
6960 230248 10
9650 15302 11
9536 196266 8
5296 16624 5
6110 452335 10
9928 269606 7
8062 204321 6
4894 295638 11
7941 147098 5
9687 209953 10
7826 19667 10
253 401222 11
1953 454066 8
8820 203611 10
938 144409 6
7901 400557 2
5022 405033 6
5420 260383 7
2034 403297 1
4621 481722 9
185 139108 11
1820 192599 7
3591 306664 1
605 294018 6
4780 294097 2
8682 418690 6
5590 419779 2
1806 420610 8
4802 293662 10
9386 286517 7
6688 167688 8
723 255495 4
7779 468291 4
1309 250189 1
1416 61414 10
529 98022 11
2941 108629 11
7965 143733 3
3833 347286 9
1271 377294 11
5910 178133 5
2923 150146 6
9556 313468 6
2466 75775 4
5949 291507 4
4678 333134 2
2856 373480 1
610 119465 1
5480 140118 4
884 192374 6
6932 120104 10
7968 95030 7
4351 83585 2
8010 404515 2
2807 100496 8
1887 6003 3
1536 151610 4
8085 319272 6
2956 373299 9
3983 233098 2
1411 418637 6
5399 416000 3
6889 332966 10
837 264991 11
2277 12004 4
6816 319183 4
5406 154251 8
503 79134 9
3705 259107 5
3254 2686 9
5304 420305 1
7028 207996 10
2401 47222 7
5045 469713 7
2160 211794 10
22 230590 8
5671 453849 2
4914 393289 4
8775 379550 2
5612 155309 1
2462 290210 4
1718 124242 7
1469 459121 2
7617 187979 1
5991 167153 7
1429 309303 5
9365 396524 8
1869 120082 8
2073 53957 6
8590 27678 8
4754 93019 9
6495 418857 8
7675 267273 11
5018 38512 2
991 68985 9
8964 8314 1
7121 174042 10
7288 238726 4
7642 486868 1
7485 147409 2
4303 145740 7
1368 420944 10
4297 161066 9
3468 447401 9
7986 355387 1
1952 21684 7
888 57022 8
1693 120295 2
8999 338228 3
4996 105426 9
3251 386288 9
9134 177150 1
7035 111404 6
2611 143261 4
1552 399472 7
1693 248910 8
661 224095 8
741 344823 2
3831 61533 6
2523 430594 8
5910 237009 2
6282 266841 11
768 403401 6
9084 277446 8
9684 70634 4
7663 380598 3
3628 272714 7
9241 178826 8
9631 300703 6
645 297236 3
213 188570 2
7941 111035 8
6439 44297 11
309 330798 1
30 192982 3
1458 155156 7
2968 211468 5
5035 296711 10
4340 436184 11
4965 475982 11
2113 397010 1
3767 7299 4
9432 179146 3
8805 319220 3
2456 14753 9
6682 260848 3
2314 136505 6
2979 61180 3
6701 21107 11
5362 122372 1
7904 93547 11
3999 401335 1
432 425225 2
9031 412680 7
6292 65365 1
9291 192030 3
500 389459 8
458 290844 4
8662 301290 10
9169 181039 11
9475 109953 7
7420 74997 4
3467 180193 3
5155 445226 1
8831 77985 5
7364 77305 5
1198 147770 8
8618 317466 2
2285 69316 6
7575 33645 9
4835 152567 11
6465 182913 3
2910 378712 1
6331 492944 1
9679 143921 8
6218 263661 5
1323 359341 9
8488 355044 2
1895 190930 10
2285 411324 1
7251 303906 8
5265 490356 8
617 83421 11
8955 305045 5
2442 488395 2
6658 253907 9
6627 20942 10
6095 266291 8
6226 480875 1
5673 412418 11
2921 130297 2
1937 448480 1
3102 236095 2
1383 283049 11
1283 38453 9
1576 416255 3
8699 218783 9
7620 407381 10
1938 192349 5
1440 373121 4
6016 185761 3
3566 33926 11
7145 296699 1
8435 194811 6
3551 292263 2
2658 388466 6
7522 374223 10
1645 200676 9
6883 425023 1
2541 216248 8
8997 181164 4
3870 393030 4
9002 149529 10
8353 387073 9
661 278339 8
8437 416737 9
8568 56090 7
2650 465180 3
452 318222 5
6207 324424 10
8378 69919 3
8005 48463 10
7933 127494 7
1005 305606 10
4318 112719 7
7635 408734 8
9303 105772 11
3288 266751 1
8511 400994 11
5231 268739 11
3196 85515 9
4024 480300 6
1448 357654 2
9850 209733 10
7008 404393 7
2532 200314 6
3773 446829 1
2826 329366 10
7150 3066 7
9495 243091 5
7509 427274 8
6346 308198 8
9328 85658 5
1174 319450 10
9411 65109 6
9022 109783 3
6870 73730 5
2748 103799 9
2146 276320 4
6419 45429 3
7794 353017 8
7814 181334 9
9243 209518 1
6896 193494 2
5474 36785 6
8208 225004 9
2011 385953 1
5416 201299 5
6107 369642 1
2329 50286 8
9978 51605 9
2237 12296 5
6218 385370 11
3963 415289 3
1882 392311 8
2278 177172 3
354 378864 9
9020 77286 10
5230 33172 10
981 19055 2
2701 279121 10
2036 424656 9
8166 92545 11
9515 203676 5
1803 420240 2
6436 233918 2
1852 464241 1
7065 288458 7
7057 89927 6
6152 383329 9
7374 434539 6
9498 419653 11
9829 439618 2
5539 142787 6
4295 466138 5
6453 108760 6
4139 51491 10
870 38007 5
6475 33004 9
4551 393080 5
24 346841 6
2652 186148 9
3403 137488 1
3107 60379 11
473 74384 7
8554 398492 11
2421 284776 9
9570 474292 7
9115 334058 10
9296 382461 2
273 370200 3
9972 198100 5
8181 244465 6
7878 496462 10
5272 206322 6
8182 216128 10
9952 104306 5
2796 3188 2
70 55458 4
1151 149163 8
3040 276420 10
5591 475526 3
1669 178855 10
947 201844 10
8332 446860 3
9925 282477 11
8412 212809 8
9200 490093 3
1976 204984 9
2713 159757 2
568 366058 11
6276 146221 7
6270 317979 10
5045 341085 6
2571 473 4
3714 370590 6
7959 384525 2
120 432074 8
9668 22824 9
5080 15205 1
2231 497841 9
1423 237686 3
9302 70743 2
6502 48904 11
2814 420323 8
6760 475206 9
1958 64647 2
8684 13045 11
3455 261621 10
311 32517 10
6869 258889 8
7386 370189 11
3340 83229 10
3819 342575 9
707 422452 6
177 406770 4
8581 3643 4
7652 335492 8
9380 427704 4
5135 87074 2
4125 334963 11
7688 6022 1
2851 379068 7
2146 285197 10
6908 105462 7
5060 409045 1
5827 309509 4
2770 239038 5
3037 381181 10
5112 62215 9
8351 70159 6
388 207804 2
6766 332304 7
6879 46229 2
5531 346149 9
6842 19462 2
6933 475233 7
4171 472470 10
8765 117116 2
2174 470215 9
2495 159882 10
4716 434293 3
563 33537 4
4555 186557 3
2777 190386 4
6182 218521 10
6772 240308 9
9962 301268 5
6114 2596 1
1702 319810 1
864 198114 8
8762 308314 2
1995 199217 1
2346 193 5
4871 228592 8
4696 27646 8
9597 335124 5
2901 415023 6
4568 209570 3
9558 152515 5
2512 392309 4
6299 497189 10
3343 290437 4
7044 217905 3
7942 387106 8
1283 102690 9
8954 435032 9
3331 315191 9
5064 292231 8
4468 48151 4
7320 150708 9
3106 440846 8
6314 409631 2
9012 357148 11
9168 47846 5
6342 174830 5
3783 267433 1
6410 207 9
8905 55942 9
998 401835 4
2172 468144 6
3028 189834 5
6826 97608 10
5129 326416 10
1790 460635 2
5131 414368 5
6613 391121 5
5884 400672 6
6733 489840 10
2738 172049 1
9666 151549 7
496 370483 6
8070 61583 4
9753 26625 11
9776 67752 10
4190 469553 9
1061 388837 9
8297 154257 9
3140 77583 1
3327 414952 3
4424 183995 3
4092 489991 1
8761 399173 9
9988 190250 6
6208 300132 2
9478 406589 5
3837 124630 4
2250 291254 10
3387 492441 3
413 467447 1
8573 110589 1
4575 370333 9
3197 367399 10
1341 472616 1
16 154274 10
9969 439439 2
9530 488189 3
3940 355240 9
8127 26634 6
4648 276350 4
4615 337072 2
2564 135736 3
5315 150520 11
9819 182402 8
2293 338690 6
4835 318208 2
8296 317413 2
5984 183017 2
441 37995 9
9567 41875 11
4088 305360 2
1004 146441 1
8067 288177 6
3007 189944 7
9100 322882 1
2055 156733 7
9031 436320 2
2881 4664 3
1622 10775 9
9533 471197 9
1881 381782 10
96 322211 7
734 152681 11
728 495505 6
9309 84068 3
1017 76816 11
4045 312287 11
2056 137154 11
2791 62422 6
8941 69947 5
6493 241025 5
9624 106825 11
7639 33921 11
9832 106035 6
2291 190494 3
8554 155562 11
2349 110843 8
8073 1724 7
8314 255110 6
1802 214011 3
7461 201370 8
4823 494520 8
9643 475862 7
4207 474056 3
5699 348683 4
5902 248941 1
2583 236110 10
178 32106 11
9428 98580 1
2298 92461 8
8067 486785 5
7821 288090 9
9003 413526 8
3126 359933 11
1942 481841 2
620 127643 10
1435 6313 1
259 290709 4
4581 213542 11
427 405318 11
7779 12911 11
2246 88894 7
4510 200053 11
8096 219495 6
451 9269 5
4709 77478 9
1975 192972 8
2293 128014 11
3654 377560 3
9235 133021 8
4942 440954 1
2295 353069 1
719 129358 4
8237 368864 1
1156 192072 11
6794 389797 6
8153 385734 4
1508 113574 3
8549 491822 10
7162 344530 8
6858 133552 7
35 138869 8
8661 370364 3
9526 434925 7
4890 246059 2
5020 72370 6
2625 313120 1
4367 297259 1
2920 445425 1
988 21979 4
4836 45304 7
1339 380055 9
988 23780 7
4537 210668 6
2057 370601 2
9 457123 5
4131 457396 7
6115 131025 10
8751 85851 2
4595 173096 9
8106 250833 2
6254 397691 7
5848 104074 3
3911 360913 2
7326 314147 11
6274 403254 8
1958 482446 8
9617 370558 11
4722 33266 2
3915 371923 4
4246 339486 9
8617 317860 5
8986 376799 11
5877 438955 11
2778 233584 4
2211 304719 7
4390 296606 6
3005 125750 6
7355 379759 6
4908 119427 9
5012 168316 6
8536 334498 8
3316 244362 6
5182 52206 2
4208 88964 2
6572 48976 1
111 456862 2
9195 58306 2
5051 69054 5
3891 115149 8
9009 498644 9
5372 482912 8
8531 86582 9
311 7071 8
1688 267166 2
5 280223 11
5151 401929 1
1979 387117 1
8261 269646 9
6513 440757 2
8404 136811 9
4989 317442 9
648 164510 4
1445 96099 7
7090 367192 11
5102 164731 6
9438 74102 8
2616 373916 10
1696 161671 4
4928 123653 1
671 273325 10
872 149424 1
5960 140832 5
5506 466921 4
4905 2801 2
6034 232550 4
9130 294832 11
1533 43353 6
1741 262146 5
8364 39418 1
3088 215111 5
7300 294892 7
9678 284705 5
1299 263438 2
3011 407299 10
3904 52340 3
5663 166327 5
3818 181221 7
768 66475 4
1723 219289 1
8284 2205 7
7303 462573 4
6465 433596 9
409 11572 9
5779 16940 2
3337 233490 7
153 159046 1
6511 143870 9
143 326967 7
9905 65032 8
2950 173636 3
7762 440227 6
2914 408431 8
7879 182996 10
6709 118563 9
2630 293979 5
1532 45806 7
9895 39180 4
9857 166360 10
6644 290766 6
9204 13670 3
7344 287380 4
6369 125011 6
7762 133553 11
5143 396258 3
9386 375427 2
8237 51750 8
3447 312759 7
9180 40154 1
2823 64999 1
6574 141821 1
7099 200905 8
8309 88006 8
4276 227425 6
3550 278341 4
9054 478047 1
2742 301842 7
822 327467 4
2403 8185 8
2790 390079 7
6442 455350 8
5309 120042 7
5755 462638 4
1155 89803 9
8199 35967 10
8046 138061 1
3598 115415 7
3417 227080 1
1043 445804 9
193 496458 3
5579 153623 7
3398 208350 4
6160 470265 4
2601 29114 2
3211 300542 11
8554 238836 7
6497 86341 11
2909 26256 8
7532 46736 6
4820 402774 2
3762 19208 1
9595 107438 2
5834 160542 10
1297 403575 6
1193 258445 5
410 130042 6
5488 3212 5
7879 205184 9
2045 79495 10
6836 173859 5
7756 464811 9
2256 18095 4
1822 119283 8
3262 317269 7
6546 350370 8
1240 223269 9
4926 383262 8
7394 225468 1
8974 400829 8
2722 283366 7
1447 12392 1
6841 478767 5
6524 399548 6
6129 18575 6
6296 444325 3
6583 307605 7
5784 133958 2
409 90526 7
8181 42048 4
6892 107936 6
9413 315050 3
908 55086 3
6291 186686 8
7801 452489 4
1558 275691 2
4923 326289 10
5103 285521 8
1337 157413 7
5783 128279 7
5683 129850 11
1524 179620 9
5359 49588 2
2750 38941 3
2481 188401 11
5522 309962 10
573 499500 9
119 364872 3
5654 474057 11
1151 86789 9
5363 379144 5
5109 20973 6
7662 431004 11
5711 262396 1
243 468456 1
5581 433688 10
2489 36862 9
1871 16937 1
625 372152 9
6640 336880 2
4419 105844 9
3954 123829 4
6212 244720 4
1446 328924 9
850 209453 4
7211 171211 10
5110 271917 3
7008 64040 1
673 122513 5
6919 266218 10
6729 122188 6
8112 80680 7
3339 495981 6
973 262020 6
8516 374903 1
6433 319818 3
5994 80834 6
3454 496504 5
5576 360163 7
4452 371638 5
1363 256913 2
4035 479563 5
9115 274806 3
8237 167051 9
2443 61172 10
3578 170589 5
117 321011 5
1248 235930 11
3640 73049 7
7569 169238 1
542 437844 5
2075 236855 6
2418 337081 5
7914 38526 8
96 95932 9
4091 104762 2
8451 101243 7
9457 348300 2
5844 194521 10
204 156050 3
3309 498308 6
4892 102606 4
3439 339571 8
2074 72216 8
8810 36237 8
4931 225825 4
7118 38997 10
7032 119430 3
8946 468593 5
7779 212730 1
8001 98271 1
7001 429409 6
8181 224864 1
9178 346480 5
7513 399821 3
1676 480258 5
9826 390073 3
3833 118904 3
6764 469174 9
1307 323510 10
5448 492774 9
1238 324035 2
3755 462896 2
8104 225530 7
2576 255213 2
9527 38592 2
4679 281714 9
8335 118448 8
8911 356498 1
1751 337791 2
9169 11904 3
9596 102847 2
261 116849 4
3979 408016 2
1009 460630 6
5119 68973 10
6878 488676 8
6671 363046 4
2845 67222 10
6768 393310 9
700 467384 5
989 56984 9
3519 362769 4
7169 46409 1
1049 257373 1
2431 336005 10
9177 334837 4
7086 9546 11
8174 450177 7
6552 50828 8
6770 249853 2
2690 457261 7
3588 302472 1
5009 54858 7
6692 481310 1
6012 42953 2
9842 109111 3
5344 262497 6
3475 173664 8
4766 70083 4
5784 466884 10
6510 51579 10
3662 287400 10
8466 193364 2
2996 239318 8
8477 198280 11
2935 490174 10
8421 456160 10
6226 225304 10
6577 42311 9
3100 490575 6
6049 462801 1
939 164991 2
4726 295724 10
1562 389932 9
5906 403260 4
9932 332852 6
699 248679 2
5053 297712 11
2250 63658 11
3886 142580 9
3249 14612 8
3889 486369 1
3062 202904 10
9340 122400 8
6490 254550 9
7798 4646 1
3716 269853 7
2555 154638 8
7855 239788 6
1480 65698 7
5487 24557 4
1685 127026 2
1743 140052 8
1318 250615 2
4080 14951 9
288 370858 5
6917 270146 4
5997 155690 10
8406 327334 7
5654 111051 7
9359 463664 7
9270 47619 3
8084 179239 11
6348 57674 8
1627 94972 10
2347 191172 6
8056 271210 9
7182 249348 3
7610 117733 3
4165 402660 5
2460 381824 7
2729 337312 5
9210 475455 3
9629 470685 6
7291 33783 6
2723 205877 2
775 482765 8
9733 347541 6
9891 489260 9
3832 77121 7
7178 493732 8
1749 71859 5
1257 318857 8
7760 413627 2
7514 179798 8
9653 162186 7
5234 361022 10
874 292380 3
1767 369749 1
3706 201636 11
7864 308510 1
402 470854 1
8721 334921 10
279 175470 9
5641 470843 1
7110 287163 6
6030 403238 5
1328 94361 10
2100 122607 7
536 223194 9
8477 9994 1
8603 310701 9
1812 386786 11
7473 407804 10
2542 50022 6
5837 443614 3
