spr+ ruk trajanje
33799 11 8
315588 44 5
451197 38 6
98675 32 11
113825 43 3
409996 13 7
134556 28 4
170865 37 10
483364 20 8
443630 27 10
193793 43 11
465811 24 5
404566 16 6
153555 19 4
21364 5 10
335565 24 10
83251 14 2
280257 30 3
474469 23 1
97489 8 7
13101 23 8
329703 25 2
293094 38 3
468948 31 6
185532 25 3
99782 35 1
135893 4 7
262200 4 3
449006 49 1
387052 46 1
282317 15 10
104557 38 7
295795 22 4
238104 37 8
151843 12 10
4211 12 8
338613 9 5
167259 7 4
370670 30 5
51551 15 11
390478 46 9
194321 29 1
264695 3 7
460716 12 8
42078 8 2
172025 17 3
1480 3 5
199730 47 11
57216 19 10
476867 20 9
367547 49 7
58081 17 10
254702 40 10
264630 28 9
183073 32 1
489922 23 1
462088 32 2
127508 32 3
361899 26 5
87073 5 7
452035 14 5
418544 34 2
76761 5 3
348768 44 8
253864 15 10
266414 31 6
79118 14 3
416231 14 9
108705 2 6
81755 46 8
251687 39 7
162400 43 7
301821 35 4
302754 33 5
405226 35 11
155725 21 3
472199 16 1
370850 18 10
196016 21 5
376648 35 6
166774 32 7
347180 20 3
410420 21 2
378599 10 4
448003 12 6
243259 1 4
269162 43 4
85387 33 7
195351 38 8
77135 13 5
319925 43 6
413098 21 4
445235 10 9
235942 14 7
35777 33 3
347097 22 1
257398 8 11
261952 11 4
72023 41 1
194973 19 11
208319 23 7
44908 23 2
451248 6 5
153472 39 8
391609 41 3
270470 2 8
79244 49 8
391970 10 5
136773 36 1
141790 1 7
246262 17 9
340835 28 10
205952 27 3
339718 37 7
12568 8 8
251184 46 2
250862 2 9
345392 19 7
113300 47 10
8616 35 8
124256 21 8
285342 14 11
9184 36 6
327422 46 5
369758 48 11
438562 5 4
403924 9 5
450205 26 9
138284 34 2
475392 19 10
381867 5 5
392583 3 7
448432 3 5
267158 15 4
323445 4 10
200624 1 1
269442 16 5
448132 20 10
38239 6 2
9929 47 9
105118 10 2
160727 2 5
295819 24 5
366071 4 4
20870 23 5
39054 3 10
453779 44 2
167894 33 10
449142 41 3
242139 18 7
95577 23 6
24259 44 9
80634 16 9
433429 27 4
462447 36 6
170517 9 3
463274 13 1
391854 2 4
49690 46 4
453108 8 8
272465 30 2
104977 32 2
254739 40 9
192457 19 1
248135 36 2
446224 8 2
148918 23 6
262112 6 8
16083 11 9
273693 1 4
221003 6 5
236431 5 11
125336 15 4
386181 48 4
80505 11 11
263585 26 8
491656 29 6
136720 2 11
478795 3 11
287385 17 10
242208 31 1
464076 11 9
76751 5 3
494356 24 6
227390 20 9
286553 10 6
414342 32 8
467631 40 9
279950 43 6
498153 28 10
428629 43 4
202970 30 6
216313 7 1
475847 9 1
2092 16 8
1930 43 5
429202 6 9
384554 6 2
498401 48 3
361345 20 11
460561 47 2
100020 49 7
184076 4 6
119975 40 11
487669 28 1
189270 30 2
312807 15 6
5148 6 6
152682 31 7
246007 20 10
384190 1 10
38632 31 6
361032 35 4
364928 40 9
390381 41 8
160097 12 2
371382 36 9
115008 46 1
226463 28 7
391398 2 1
310071 12 9
400764 7 7
171026 11 5
428754 41 7
18066 36 6
174314 32 6
85639 42 5
54965 45 3
81324 1 4
100489 30 1
295624 23 7
161945 48 6
318712 24 7
274851 30 2
296614 27 9
77541 38 10
317112 32 2
240996 44 4
297502 23 2
128465 16 3
231245 48 10
199874 8 4
76680 35 3
283437 32 3
8234 32 2
183762 16 10
447098 41 2
44763 20 4
50619 38 3
347654 12 6
358701 44 3
148605 45 3
313908 37 6
473139 23 11
39267 36 6
488930 14 4
302410 9 3
129874 5 10
214822 43 10
235728 13 2
310819 6 7
13066 8 4
297825 19 4
393189 43 9
199522 48 4
304918 37 8
44036 13 1
144743 35 9
439418 24 9
485718 5 7
477288 28 4
167439 1 5
90679 16 6
113205 17 11
132046 11 8
235203 34 9
242954 49 8
415338 30 2
38891 38 5
332679 7 11
252259 49 8
171391 24 4
465828 23 3
168444 49 10
387469 45 1
69524 12 1
408363 36 2
432829 23 11
138882 43 10
419531 7 2
244456 15 10
183497 24 9
160553 13 5
20006 44 2
341856 32 2
99603 2 2
55536 21 3
186979 29 10
418348 45 5
344417 7 8
227755 36 9
300717 1 3
121554 46 8
311483 32 1
120579 14 7
360643 12 1
430765 47 1
63382 6 1
125985 32 11
127476 35 11
284294 16 8
376910 15 7
197642 29 4
279979 24 10
168144 6 6
134378 36 7
67098 6 1
242790 49 1
458484 47 4
405395 35 8
446286 24 1
75160 26 1
49049 23 2
429137 16 11
332866 26 2
391064 46 3
112433 20 11
204035 22 8
273446 6 4
210842 14 11
210969 37 3
329247 25 8
494740 18 2
357630 11 10
100075 5 11
91872 35 6
177832 32 5
359868 34 4
287357 41 7
234109 25 3
342734 42 4
89344 46 5
339266 27 7
361245 27 8
327779 2 11
13138 7 1
80101 6 8
454580 33 7
238253 11 10
269302 2 9
333551 17 5
377186 2 11
231054 23 1
197171 30 7
59643 17 4
256508 25 6
296813 14 4
215356 48 3
6207 18 8
260609 45 3
459745 12 3
125080 30 7
51533 25 5
36808 29 6
333008 12 11
54740 9 7
85942 23 4
214379 11 4
462640 23 4
492272 1 3
84103 33 9
59416 15 11
428545 26 3
135980 24 3
231010 27 1
362432 45 7
496122 7 3
179921 48 2
438707 40 10
121108 35 8
357874 27 11
81349 14 11
354692 3 11
54299 26 3
103468 12 4
14076 9 11
174948 9 9
330979 4 8
357836 42 8
218714 27 5
438425 47 7
36348 6 10
362415 17 7
346009 19 7
51717 26 5
249884 19 9
422703 25 10
154061 27 2
450775 29 9
128516 4 6
189898 13 11
258980 18 3
247773 36 1
36129 9 5
13777 5 2
115216 42 7
343513 34 9
388532 49 5
440021 44 2
30455 3 7
129717 28 3
283812 20 8
283180 37 2
170160 15 6
381948 29 8
489823 13 1
477606 9 1
62613 45 5
110572 25 10
409228 44 9
293274 26 3
24000 9 1
18417 44 9
369817 39 5
444954 14 5
122708 27 11
268749 46 11
406519 38 8
317470 6 6
337227 12 10
316803 33 8
252571 47 8
453069 22 1
29001 30 4
390755 11 6
412818 9 3
256797 26 2
102667 12 11
338837 23 8
20208 38 1
481087 43 6
341480 31 9
118966 42 9
373781 35 4
90670 6 5
331969 9 11
105268 3 4
377555 5 1
478798 14 9
179508 14 2
209839 33 8
236169 35 4
197147 39 11
427994 12 8
146045 21 7
343904 21 11
63027 47 6
144225 19 3
278545 30 10
333524 40 3
3665 1 10
363329 24 11
8931 13 4
183062 9 11
19598 26 9
351474 37 2
132893 30 3
21852 47 2
159680 35 6
220690 44 7
34893 29 2
388640 48 7
346001 49 11
330328 6 2
256385 26 5
222932 24 1
60980 49 9
219267 17 4
244848 19 8
253568 1 2
80159 25 4
252755 29 6
182512 43 10
184373 5 9
149941 23 1
284961 22 5
366402 16 6
318782 35 1
97793 8 4
323007 19 2
213969 46 7
133208 37 8
301847 3 6
86936 46 8
229441 48 1
374751 26 5
3263 21 4
460448 49 8
259585 40 9
297902 26 5
340145 26 2
318702 10 5
338859 19 11
29812 6 2
105151 29 5
52364 8 8
488484 38 4
393980 6 9
161381 36 9
484020 36 5
36048 36 5
192998 43 2
436481 24 8
479174 34 1
102633 20 7
37355 5 4
429506 5 9
248347 35 2
189607 38 5
214678 45 10
364442 48 9
230849 5 4
206317 39 10
416759 27 10
303594 1 7
243266 6 9
365974 31 8
370450 45 11
200936 1 5
211946 46 7
348368 18 1
254669 49 7
434919 20 3
214408 27 1
490956 10 1
233356 25 6
122612 34 5
462180 46 6
318458 40 5
350125 6 1
157397 18 6
289117 4 4
324869 20 9
249073 41 11
50896 15 1
228542 12 4
293705 13 7
475658 34 3
123239 26 1
442317 10 2
473018 12 1
376985 27 4
328847 36 11
373235 45 2
162904 42 6
385948 48 3
21407 10 7
198083 17 3
451463 2 3
168225 46 1
9197 11 11
265469 39 11
382859 14 6
190533 4 11
67972 27 11
181262 12 4
150632 40 6
371227 18 3
104431 40 4
21331 49 4
160454 19 10
267353 45 11
310071 36 1
106180 24 3
394450 46 8
220817 41 10
397630 42 4
326748 22 1
453835 9 9
103873 37 4
216616 12 1
433627 14 7
56177 11 4
423335 44 9
279103 4 8
101165 36 11
417476 35 4
232125 44 5
276329 28 1
414361 35 8
137721 36 3
260570 41 9
22329 29 5
277074 11 5
324891 26 3
486635 26 7
146258 21 1
183342 33 7
51257 29 4
34380 11 4
492133 7 1
225207 22 4
425480 31 4
302301 11 8
193733 37 4
321931 46 4
197370 18 6
276819 27 9
461193 14 9
427499 15 9
348288 17 7
154077 36 10
258516 10 2
11864 26 4
453471 13 3
41917 1 2
170004 29 7
396472 9 10
195166 12 5
360523 8 8
463157 41 9
293175 9 5
164358 1 5
230744 21 2
122580 21 6
213863 24 5
25047 21 5
453874 40 10
330958 8 5
322979 29 9
452919 49 8
35921 42 1
839 10 10
489329 33 6
43560 37 1
342394 30 3
477341 47 1
226575 45 6
486453 8 4
188669 29 11
393266 38 1
119614 27 10
386485 42 8
477487 37 7
322037 35 4
101285 8 10
200031 10 4
175214 4 7
419605 29 4
343143 12 10
250721 4 5
3031 3 6
170713 13 9
348110 23 10
366100 38 9
66960 7 9
82169 43 9
6105 22 7
194235 9 8
187941 23 6
444355 46 4
70785 35 3
65195 12 10
297703 27 4
311143 4 1
270227 44 8
73705 3 7
366263 17 11
409868 9 7
258057 10 8
128813 9 8
327002 35 8
385265 35 4
61320 12 5
253601 41 9
188912 17 3
234259 19 7
263532 19 1
175942 26 7
383590 2 4
447430 49 2
121029 26 8
468885 38 4
84611 5 10
396632 6 8
303074 24 7
177578 22 1
475646 40 9
389483 19 7
473782 25 8
224553 7 9
210873 9 9
418176 19 8
432195 8 10
344687 38 7
248180 42 7
459497 25 8
289592 25 3
207101 45 5
173402 27 6
85970 24 10
100097 1 2
371817 49 1
402635 10 4
17572 18 8
1945 8 6
387495 33 4
480651 7 8
483484 49 10
108910 48 4
315260 45 5
460385 32 9
73214 17 11
483305 23 11
16462 34 1
84703 13 9
454881 18 8
487686 43 6
274159 14 7
171531 43 3
371080 19 8
375953 37 1
255591 35 1
367863 41 11
75962 40 8
265193 14 3
77152 45 10
25307 26 8
92979 32 9
201974 10 1
413596 8 11
39944 48 8
28970 7 3
101800 45 4
147109 43 9
365539 8 7
430999 10 8
59073 21 5
43798 21 1
62096 25 8
24214 9 8
419740 8 3
445831 38 9
130121 43 9
16959 48 10
277355 36 1
464175 25 1
366180 36 8
480173 11 11
2367 18 11
384441 35 8
116249 25 3
283388 20 5
126444 20 7
311048 44 5
18530 31 1
451066 44 7
1052 47 2
259900 47 3
296144 10 9
209447 33 6
302181 7 7
370468 3 2
316449 46 6
342933 44 11
284436 31 8
186339 5 5
187862 43 9
302827 37 11
206487 30 11
278172 33 4
186087 16 2
126494 31 1
170429 34 5
14910 32 2
226133 49 10
196839 14 10
344526 28 11
334138 21 1
198862 17 5
241318 42 1
333353 38 11
345581 27 9
313730 44 3
187616 2 3
390751 37 9
100163 1 9
314426 24 11
337372 16 3
445442 45 8
145195 8 9
408385 18 5
332496 17 4
331959 36 4
158050 22 11
194482 16 5
193560 24 10
258770 13 1
209000 31 8
5432 7 5
31709 24 7
281717 11 4
6293 27 8
72272 40 7
119860 27 3
200127 9 4
34561 37 7
243707 29 5
340287 22 5
169963 46 1
33569 14 3
221722 25 1
412676 33 5
38764 20 7
309934 26 5
274454 10 8
181676 39 7
26496 1 8
117628 30 1
472590 20 7
272834 23 6
308553 19 7
37253 39 5
61353 48 9
330955 42 10
412257 15 7
163751 2 11
412978 28 3
283773 40 1
392944 35 5
239186 39 9
12995 45 10
350950 28 3
55008 5 2
53666 5 9
334925 9 5
366366 26 8
415517 25 6
279175 15 6
185028 48 4
411662 48 4
495834 11 7
483559 43 6
346062 27 6
426406 4 3
159135 6 2
37013 39 3
358427 11 5
90077 39 7
2293 9 3
385663 29 9
266288 34 5
207336 10 9
159603 48 5
369863 40 6
326211 27 9
417913 33 9
429571 25 3
365951 16 5
286876 7 3
99187 10 6
308036 15 10
36568 22 9
304706 9 2
420765 2 10
406950 38 1
358897 7 2
136277 18 5
34413 38 10
406074 18 9
171883 29 1
21233 20 6
200818 49 7
377717 1 9
82300 18 3
176393 39 1
423871 26 3
421933 20 9
474332 2 9
163451 48 5
125731 26 6
286896 38 4
225527 6 7
335879 17 2
256906 11 1
366324 18 1
26668 32 11
195115 38 4
484585 8 7
481404 13 9
86707 48 5
210818 33 4
390974 49 3
367055 38 9
141549 41 8
249198 34 3
85823 36 2
188459 28 6
200177 23 10
183426 21 8
348641 8 9
1893 47 7
437021 18 1
275516 8 4
46620 16 3
447412 9 10
300266 7 3
146004 2 8
162867 38 7
147274 43 1
362737 44 5
283047 12 2
175738 26 6
302876 16 5
157263 42 7
486994 33 4
226150 16 8
11971 33 7
272962 49 9
144223 20 11
284101 32 10
244005 30 10
386175 43 8
132682 43 5
55033 44 2
69914 36 7
100367 39 10
216557 43 2
32674 47 11
242943 22 5
334156 7 4
365144 7 4
362374 33 5
143429 6 7
44130 6 9
139440 35 2
462445 16 1
87166 6 11
431299 29 2
181305 44 9
360357 39 5
241595 40 10
487576 31 8
107689 46 9
197845 25 5
230452 12 9
114929 15 11
130731 12 5
369269 37 10
450224 40 11
464472 33 10
119294 43 11
369487 23 3
280539 46 8
48442 47 8
339299 16 10
358287 38 8
124976 7 11
177724 18 2
154685 5 5
69147 21 11
153666 17 4
364665 30 6
393112 15 9
215197 17 11
109500 19 8
148170 38 9
431674 29 3
177437 23 11
406843 15 4
228548 43 7
245025 48 6
129736 10 8
81739 29 4
116392 3 2
136672 43 11
144569 36 2
104357 49 4
192198 36 4
484993 41 7
372568 42 8
137943 41 10
213011 27 8
50020 45 10
219170 28 9
364018 14 2
152244 6 4
456370 24 11
301153 20 7
373884 46 5
451918 3 7
411466 31 3
295124 45 10
207914 40 5
498175 24 3
283756 21 4
498178 35 9
28223 49 10
357405 35 6
423748 45 11
140067 21 11
40533 31 5
212503 38 6
311115 3 3
206003 9 5
364095 30 6
75615 41 9
338395 10 11
269782 19 2
150879 7 2
95081 34 10
203354 19 6
98467 2 6
209750 8 11
201256 19 10
414148 3 5
99483 12 6
459563 47 2
315520 18 6
287625 38 10
92801 28 3
328233 17 1
256239 24 9
90632 38 8
310602 1 4
281389 8 9
271599 43 2
170464 47 7
411957 14 11
169407 6 2
398028 34 9
33705 24 9
409306 6 10
453662 28 1
440003 7 11
477415 3 6
172373 12 11
44270 32 3
202078 29 2
417214 45 8
130172 36 8
316679 13 6
283357 23 8
456063 41 5
8436 22 4
224374 41 8
447989 35 6
75900 8 9
171694 16 11
75325 19 2
25881 23 8
7580 46 10
108778 8 4
275501 45 7
162357 14 6
204795 21 10
249862 16 1
446233 44 1
478407 24 6
210266 9 8
306943 19 1
153228 48 11
241296 28 5
171750 4 4
333563 27 7
64864 41 9
405626 22 1
446990 29 7
304911 44 7
346846 38 3
434986 3 5
431050 18 7
187535 10 1
279342 37 11
373512 5 4
192330 47 7
160523 46 10
393906 17 1
433537 41 9
15644 4 7
495181 14 10
350973 35 4
351968 20 6
393706 16 4
288156 48 2
198508 1 5
145798 22 2
464479 34 3
446639 10 7
364144 44 9
294071 25 11
137000 22 2
473513 13 2
447198 45 10
84479 14 8
27227 22 4
49125 15 9
196914 38 6
252624 48 8
112075 17 1
351701 28 7
15513 36 3
373019 40 7
377775 8 11
49783 48 5
417548 37 11
27166 2 2
279147 21 3
203278 31 7
248846 4 1
206913 32 2
161561 23 7
27792 36 7
446882 12 3
395029 30 2
23215 8 8
418357 25 9
76796 14 3
431247 4 2
429243 28 8
145799 20 6
270373 41 5
160872 19 1
124268 1 5
360008 15 5
53004 45 1
17925 23 5
262659 2 9
360210 38 3
296541 35 9
184491 30 8
244092 37 4
402975 21 5
462993 46 5
143934 1 1
43115 40 2
318842 30 1
95656 21 6
321719 14 6
102209 17 5
77838 13 10
180714 30 9
39315 1 1
316627 25 6
470131 40 5
231092 49 4
434479 9 3
5071 43 10
355138 32 11
64908 36 6
37960 35 1
48680 49 11
333810 42 2
246591 12 4
68959 23 11
164592 39 8
487696 5 5
206173 27 6
480518 9 8
424977 1 4
209324 46 3
219312 12 8
157962 27 11
256431 48 1
220317 32 5
143388 40 5
24643 28 2
94494 2 10
199765 19 11
243189 33 11
447554 18 8
89041 35 1
459130 17 6
84759 11 5
298626 11 7
245933 8 10
423261 36 6
135337 30 9
486848 47 3
91300 26 5
498405 40 1
110659 9 4
25481 12 10
289357 29 11
127990 2 3
21667 49 7
439067 21 3
492360 11 5
291288 21 8
105332 25 10
138976 35 5
165875 23 2
114967 40 1
176363 29 8
105628 46 7
298055 2 1
353880 20 9
175594 17 3
142048 18 6
220322 29 1
246609 30 3
143146 8 4
405973 7 10
229552 41 4
351503 35 7
467012 2 6
378621 6 3
35058 40 6
56556 16 10
48081 11 3
493084 7 3
118679 27 1
103913 46 10
350354 42 3
380265 5 1
260355 8 5
412438 6 9
408400 26 9
273577 7 6
414768 23 10
360667 48 2
210156 47 6
210448 28 3
355879 43 7
36067 27 11
160994 25 4
475127 39 10
441356 2 2
295845 40 6
458779 40 5
266988 36 11
12855 48 9
397187 6 7
364396 10 4
393342 28 1
143398 23 2
131900 41 10
95880 6 8
230854 14 10
186755 46 2
284338 49 8
110004 49 11
244563 24 8
284927 49 11
31839 28 9
289665 37 5
481664 40 2
263966 33 1
105714 30 7
19107 27 2
440930 42 5
374877 36 4
124164 30 7
393381 1 5
485343 45 11
200950 28 4
366600 38 5
161585 49 10
170647 48 6
292355 24 6
434402 34 3
376624 32 1
380857 36 3
125024 31 6
432967 46 9
490128 37 4
102253 37 5
421883 12 7
279437 38 3
381084 28 9
376430 34 10
335604 31 8
356088 28 8
328434 8 6
85606 27 8
175671 41 2
467486 1 4
345575 39 3
161731 2 3
42567 46 9
353128 10 3
462462 46 7
494983 11 7
483251 1 11
275737 48 6
456835 43 2
215163 8 9
105763 39 9
488161 10 5
274320 22 6
335741 43 3
414068 3 5
58178 37 1
211517 48 8
89729 21 6
144692 47 3
475566 20 3
113035 25 9
109672 33 6
87992 36 1
181971 27 9
4356 44 9
482290 18 11
5003 1 4
21429 15 10
492835 41 11
155367 14 2
269963 15 10
80336 17 5
283032 44 3
56812 22 11
481478 26 7
361045 23 9
125372 2 3
28778 14 7
163255 33 8
458023 31 6
431999 3 2
53137 13 6
79149 47 9
246642 46 1
206630 11 11
57514 42 10
393739 2 6
480435 6 11
432730 20 7
439779 9 1
199781 35 1
17901 11 11
14873 48 2
166500 1 6
122555 40 7
405710 20 5
16391 25 11
139943 21 11
386242 7 1
443256 4 1
252966 45 9
86777 17 7
383780 18 3
238833 49 3
174514 43 4
454570 21 8
425120 26 3
339870 10 3
97903 31 9
235149 30 8
82542 47 11
55193 8 6
120033 35 5
238864 46 1
407444 32 1
80640 5 1
422160 48 5
255861 32 11
189588 27 8
4170 19 1
396380 28 7
261762 13 7
166442 36 2
9925 43 5
171895 16 4
33794 40 10
220807 6 6
125074 40 9
412553 12 3
440456 25 1
2104 45 1
46405 37 9
225997 23 1
155840 34 3
186561 38 2
402535 12 7
191443 3 11
91596 9 4
102493 14 3
293879 42 6
495177 11 11
62720 26 7
70479 20 2
231560 36 5
433704 49 11
261523 36 7
147302 6 3
120702 39 3
212910 42 5
184518 29 3
243970 5 6
59376 16 11
483003 31 5
486903 25 5
395537 11 4
85872 29 5
152718 34 10
350515 41 11
451659 45 1
490288 19 11
408020 29 6
65762 19 5
167493 46 11
163909 46 1
60900 6 6
429327 32 8
115832 19 4
338849 13 11
55876 3 6
314387 41 3
494407 2 11
34457 5 3
414174 25 2
482954 42 9
439380 47 5
363497 39 10
63111 22 9
432740 24 4
482125 34 6
475375 30 3
281267 48 9
71025 27 1
216729 3 6
335092 20 5
118531 36 7
450791 31 1
7586 41 11
372072 33 6
476279 40 10
341745 1 6
148355 27 1
480356 19 10
368067 12 6
295965 38 7
479749 49 8
92523 32 8
267148 26 6
65245 46 1
415380 13 8
337580 29 7
408557 28 3
37932 16 5
268688 6 8
222504 10 7
66848 30 10
319296 38 7
3322 14 7
33771 2 5
300769 6 1
245761 12 8
217891 38 2
241337 48 9
220784 3 1
284000 8 6
308608 41 7
362558 48 2
175527 35 9
91758 37 10
74869 16 4
53830 25 8
286951 20 5
489269 8 5
392186 1 9
132490 6 8
246858 1 11
211761 28 1
452355 13 2
224960 39 9
465899 30 11
124749 33 5
486813 45 3
494500 22 9
355817 28 4
270509 9 10
103587 15 2
21413 39 10
43715 15 3
67580 31 4
245247 24 4
58067 22 1
122650 4 7
302919 48 3
482825 48 7
90714 21 4
229245 25 5
370105 26 11
219102 24 2
440605 41 10
408708 23 3
382580 25 10
474108 40 1
290012 38 11
273143 41 4
273914 48 2
312924 9 2
380597 24 6
480052 49 6
301017 4 1
9584 9 4
109287 46 5
171804 14 4
159038 15 7
16914 33 8
94874 13 10
344914 32 10
48855 14 7
89278 36 1
481844 41 7
183044 16 11
356825 34 2
305899 12 3
281004 13 4
110892 25 8
257335 10 11
447530 4 9
99680 24 1
58057 15 6
171488 2 5
129362 6 2
291525 48 2
132836 13 11
497646 40 8
72351 17 10
395134 36 9
202087 3 2
13592 37 3
267879 42 2
481264 2 6
28949 25 9
190139 2 6
138127 39 8
439481 26 3
24742 24 2
93312 28 8
260784 24 4
395561 14 10
146819 48 8
296575 25 8
466907 31 11
237427 19 6
340069 1 4
388407 26 4
104367 7 2
417466 38 7
65941 29 10
446913 27 5
401716 11 3
375144 45 7
100107 24 2
400054 44 7
208916 29 7
42 23 3
59432 43 2
327786 2 4
24263 36 6
224512 20 3
21279 46 6
430607 22 9
315037 29 2
153353 39 6
466451 45 1
333283 15 6
226975 7 6
78406 20 3
195301 43 7
490694 40 6
215214 8 10
85226 40 1
479545 21 7
368456 2 11
425044 36 7
24652 44 11
345146 33 10
358961 46 2
485436 10 1
495587 12 6
109922 36 4
294051 11 5
342764 18 5
473346 3 2
62776 29 8
209187 35 11
74164 33 5
463200 33 4
262870 12 1
65974 8 1
171540 25 1
490382 3 2
86761 5 1
73189 3 4
33183 10 3
218941 13 2
189105 23 10
145171 14 1
151808 25 2
231953 28 9
334504 41 3
409343 46 2
17594 45 7
344486 45 2
407651 46 3
80641 48 6
477541 9 2
372954 15 1
428561 33 5
51129 23 3
174636 34 10
149420 16 10
273886 1 7
318002 11 5
452025 10 2
138435 36 10
186395 16 1
396492 34 7
407216 42 3
282854 45 7
496080 21 8
345511 20 11
353167 5 11
262907 7 2
310652 46 5
273235 32 2
218035 11 3
186460 40 6
67332 32 10
461578 25 8
238331 25 7
13124 17 11
219773 17 8
216350 22 1
37777 24 2
412991 46 1
342496 23 5
322734 4 7
66884 19 1
353088 49 2
433266 49 6
392128 28 5
427702 22 10
28388 12 2
459421 22 2
159593 41 5
183339 45 2
77961 44 2
427268 25 11
113366 25 5
152559 49 8
95071 21 3
285416 18 10
354282 3 7
392551 44 2
34497 43 1
311787 20 2
20947 39 7
62498 15 11
253392 15 11
85320 30 1
436407 37 6
221044 3 6
243877 37 5
84318 38 1
290540 40 7
353816 29 1
65467 29 4
377275 45 3
373149 45 3
270236 45 5
148825 15 2
450275 12 9
162478 45 3
26959 37 11
454790 35 3
82062 1 7
419629 12 2
38344 43 4
341264 38 5
289294 37 9
429102 38 4
391905 35 8
272968 48 7
154801 4 5
337341 26 4
156174 38 2
181796 2 3
489437 7 7
92844 46 7
307310 32 9
334417 13 5
484115 33 5
218801 34 1
299355 43 4
424119 3 5
389688 8 8
314622 33 6
315544 24 2
171019 32 9
486164 1 3
363201 6 7
138908 2 7
310350 2 3
249395 31 4
370560 31 4
131381 13 8
433512 3 2
397392 46 6
395917 45 11
54146 46 5
299498 40 11
243729 21 1
476790 36 11
78537 1 7
313319 42 8
38477 4 1
44823 12 7
211857 43 7
330027 23 7
10558 49 2
358732 32 4
181757 18 3
267854 31 10
459663 47 4
99220 45 4
40912 30 10
28597 46 11
418963 48 8
470399 27 7
269428 39 9
350153 23 11
133144 3 5
404136 25 7
93538 45 2
167218 4 9
188280 2 11
356937 19 1
341466 35 11
199396 21 3
349585 1 6
53708 8 3
247769 12 5
4542 8 7
24268 11 2
176667 15 10
77069 45 4
22869 10 2
71295 21 4
397117 8 7
342451 32 11
34566 27 7
218983 18 10
304613 27 5
124856 15 7
1443 40 7
311251 38 7
122159 14 5
331671 33 10
43648 32 5
51068 15 11
308215 25 3
18694 19 8
188595 3 7
473569 48 8
244357 26 3
116437 46 2
474010 46 6
296621 12 8
401987 14 10
237029 14 5
252426 28 10
298160 42 7
49895 21 7
274354 11 4
403348 5 6
487474 26 3
132241 14 8
266936 49 1
433397 2 4
109099 21 5
462759 14 8
251426 19 7
449249 11 2
117305 2 7
320973 45 7
140478 8 4
58733 13 1
225319 41 1
480265 47 10
138815 38 7
422444 14 8
226273 45 8
186508 25 11
180577 19 1
403322 43 4
12736 44 4
32373 1 11
194566 9 4
33435 28 9
92745 17 9
33704 12 11
113203 6 10
498160 42 9
131449 26 2
43844 44 3
330338 31 6
11060 18 8
282889 37 9
134212 27 3
181540 26 2
239727 48 10
130636 2 3
18009 9 10
233334 38 11
91669 38 6
59524 26 3
373195 30 10
103047 21 10
256440 40 9
389181 32 1
179642 36 6
337002 45 9
88443 15 4
126566 26 1
50908 44 8
308752 17 11
256842 37 4
256034 1 1
43199 31 5
36419 31 11
293850 15 1
75686 20 6
285828 10 9
289134 37 2
332171 35 8
392725 12 6
