mbr+ god plt
5614 1994 1296
9813 1996 2073
9830 1997 1168
7564 1996 2072
8635 1990 2695
6005 2003 4472
9905 1998 4050
8366 1997 2755
7679 1995 4488
4362 2002 2888
8081 1995 1454
5332 1994 3461
9621 1991 3635
7379 2001 2104
5984 2001 1719
3562 1992 3057
3563 1990 3862
7332 1992 2130
4848 1998 3478
7683 1998 2813
9826 1996 4946
3417 1997 2360
5149 2002 3468
5886 1990 2585
5655 1995 2120
7987 1996 3504
7542 1998 1825
6639 1995 2466
9512 1997 2644
6501 2003 1053
8059 1994 1579
3494 2002 4272
3586 2002 2280
5197 1992 2448
7658 2002 2659
4883 1996 3558
8118 2003 1746
8612 1991 1223
4597 2002 2614
3090 1998 2553
4231 2000 4839
6705 2001 4389
8870 2003 3109
6207 1998 2531
8398 2000 3807
9448 1994 4872
6184 1997 1767
3663 1999 2004
6890 1990 2293
8656 1993 1667
4584 2000 2623
8816 1999 4436
5439 1996 2848
6362 1998 1431
6884 1993 1948
9257 2003 2900
5916 1998 2510
8890 1992 4116
3657 1995 2310
8515 2003 2026
8468 1992 1819
9652 1998 3167
4592 1994 2217
4836 2000 1391
5820 2003 2377
7702 2001 3037
6868 1995 3505
5525 1995 4983
4002 1999 4661
9362 1998 2997
5829 1990 1721
7056 2001 1246
3056 1993 2104
3423 2001 2706
3018 2000 2244
3537 1992 1245
3473 1996 2989
5408 1991 1806
7116 1996 1429
6299 1996 1547
8728 1993 3002
8576 1991 4242
5493 2001 1358
7525 1991 4876
5452 1991 3473
6789 1996 1265
9220 2000 3526
9702 1996 2631
7176 1998 4399
4697 1998 3058
3004 2002 2077
5421 1998 4102
5838 1999 2070
5772 1990 3009
8691 2001 2116
4260 1991 3679
4675 1997 4866
5525 1998 3968
9376 1998 3693
6426 1991 2327
6123 1998 2890
6423 1996 3801
3333 1996 2588
9546 2002 2070
9045 2003 4548
5183 2002 4339
6604 1998 1108
6747 2000 2618
5780 2003 4387
6064 1996 3641
4023 1999 2689
9671 2003 4753
4683 1999 2566
4865 2002 1930
8762 1997 1949
9598 1995 1981
7290 1994 1498
8550 1997 4641
4464 1991 2262
5346 2002 1364
5941 1998 4111
4259 1997 1143
3095 1992 2303
5228 1991 4092
3176 2000 2034
9114 2000 4947
4229 1992 1355
5281 1998 1587
7563 1993 3003
3828 2002 1365
5922 1996 1332
3760 1997 3359
8502 1999 2755
4943 1997 3888
7885 1997 2992
5460 1998 4487
3365 2000 2057
9059 2003 4954
3985 2003 2552
9245 1996 2319
4759 1995 4576
7037 1990 3168
8855 1992 2574
9523 1997 4084
8826 1990 4503
9364 2000 2191
7502 2001 4520
4637 2003 2132
4054 1993 1757
4465 1998 3840
8075 2003 4250
9286 1991 2564
7609 1996 3657
4320 1992 3281
7905 2003 4417
3060 1997 1366
9083 1997 2536
8565 1993 4871
4381 1996 1708
5082 2003 1485
3897 2003 1995
9277 1991 1696
8831 1997 2588
9062 1997 2150
6519 2002 2215
6081 2000 4884
5567 1990 4346
6918 1995 4466
9807 1991 2054
7555 1991 4309
7699 2000 2188
5153 2001 3679
5645 1994 3008
5929 1997 1166
3334 1994 2210
9608 2003 3948
8487 1992 4655
7249 2003 1349
8098 1990 3630
7128 1996 1700
5752 2001 1682
3635 1994 4047
7690 1993 4942
4903 2003 1719
6838 1996 2465
9802 1992 3254
4658 1993 2442
9330 2001 2542
7181 1996 4012
5005 2002 2332
3530 1996 1926
4522 1994 2227
7725 1996 1714
7611 1993 2692
8284 1992 3207
5983 2000 2949
9578 1998 1459
7858 1991 4358
6922 1991 1859
6090 2002 3062
4647 2003 1507
9656 2003 2804
6375 1991 3837
9889 1993 3092
9910 1996 1315
4811 2003 2810
9360 1991 1976
9066 1993 3877
4019 1999 2312
3661 1998 1855
5306 1997 1312
7277 2002 3849
3268 2000 2467
6522 2003 2665
8563 1999 1446
7002 1990 4261
4166 1997 1938
3471 2001 4661
6644 1999 2060
3893 1996 1519
7721 1997 1789
9074 1992 4622
9925 1997 2145
7624 2000 3194
5362 2001 1411
8104 1995 3714
9447 1999 4710
4719 1994 3838
5185 1991 2007
5202 1996 3824
6936 1990 1282
9210 1999 2071
3217 1998 1247
6903 2003 2005
8291 1995 4929
5198 2001 1929
9368 2002 1083
8894 2002 2389
8663 1999 4314
7127 2003 1598
3068 1993 2773
9052 2001 4227
8162 1997 4558
8873 1994 4406
7230 1997 1613
6560 1995 1504
7140 1998 4544
4004 1992 4542
7968 2000 4992
8406 1992 3648
9444 2003 3754
4208 1991 4126
5603 1991 3843
6960 1994 2444
5110 1991 3094
3448 1991 3448
4338 1991 2213
5170 2000 1150
8108 1996 2475
4925 1991 4744
5834 1999 2959
6384 1995 1138
4545 2000 3989
7660 2002 2927
9229 2003 4774
9303 1994 2665
8115 1999 4225
8156 1991 4048
9243 1998 4004
4981 1991 1194
5054 1992 4312
6156 2001 2303
4530 1996 4149
4448 1992 2301
9575 1991 4335
9290 1992 1014
9328 1990 1550
8909 2000 1785
5146 2002 3255
9053 2000 4168
5382 1990 2477
9091 2003 1592
3292 1992 1081
4519 2001 2137
5968 1994 1417
7757 1999 3787
7677 2003 1185
3975 2001 1636
4221 1995 4002
7610 1996 2478
4646 2001 2018
5465 1999 1083
3898 1992 4931
8083 1996 2917
4761 1995 4106
7571 1992 4620
4810 1992 4242
7996 1992 3431
5282 2003 3145
8837 1993 1374
6490 2000 4030
8648 2001 2691
6937 1999 4839
3661 2003 2239
6132 1996 4991
6781 1997 4534
9358 1993 1479
4488 1992 1469
7353 1996 2435
7362 1996 3967
8470 2003 1195
5707 1993 2951
8821 1991 4003
6053 2000 2427
8930 1995 4195
5980 1990 2517
3355 2000 3351
5004 1991 1949
4070 1997 2149
9416 2000 1863
9738 2003 4157
8088 1991 2468
3894 1999 3621
7193 1998 3738
7277 1993 1102
4732 2003 1561
6265 1990 4825
9438 1994 1278
4988 2002 3466
5383 2001 2644
8907 1997 4475
3095 1995 1168
4980 2003 1980
9274 1992 3936
7870 1996 2369
3040 2001 1832
4747 1998 2569
8793 1990 3743
5617 2003 1568
6863 1999 3602
6858 1990 2727
3983 2003 2982
9148 1999 3282
8550 1998 4496
4755 1998 1411
3516 2001 4260
4968 1990 1909
7779 2000 2538
3536 1999 2689
4452 1992 2380
7931 1997 4135
9285 2002 2576
3802 1990 3869
6580 2000 1267
9272 1999 2398
4122 1998 4504
6785 2001 2254
6679 2000 1964
7608 1991 1813
6214 1990 2893
5865 1998 2225
5610 1990 4497
4282 2003 3665
5646 2001 3540
3959 1991 4907
6538 1993 4837
7643 1998 3590
7419 1992 4047
5028 1997 3468
8013 1990 2848
4480 2001 3917
9973 1995 1882
3291 1998 3414
6695 1992 1785
3970 1993 3871
7791 2000 1210
6179 1997 4766
6371 1999 4131
8845 1999 4780
3722 1998 4897
5499 1996 3540
9721 1994 2380
4938 1993 3967
4332 2002 1386
4359 1992 2080
6838 1994 2858
3072 2000 3875
6095 1992 2655
7070 1999 3072
8678 1998 3849
5013 1992 1925
4909 2000 1885
5871 1996 3856
8669 1993 3372
8458 1996 4364
5499 1990 2936
4208 1994 4071
4965 1992 1809
9563 1994 2695
8495 1991 2138
9927 1993 1849
8196 2003 1755
3940 1997 2779
5500 1990 4701
8797 1992 3386
9870 1998 4425
4338 2001 1183
5952 1997 4109
9627 1990 3434
6628 2001 1815
3351 1992 2247
5537 1994 2103
9256 2003 3202
6084 2001 4928
3195 1998 4730
4133 1994 1683
8916 1990 2738
7324 1999 1481
4944 1999 3104
4940 1998 2927
8296 2001 1790
7709 1992 4012
8267 1990 4170
8875 1994 1070
4983 1991 4999
4353 1995 1903
6437 1997 2799
3795 1992 4965
5500 1994 3912
8689 1997 4214
4723 1997 3977
6376 1993 2295
5189 1998 4553
5447 2001 1407
8681 1990 2864
3205 1998 2432
9567 1995 3605
9617 1999 1761
6380 1998 3879
6097 1993 3510
8161 2002 2286
7846 1991 2789
5196 1997 3318
4992 2003 2046
3291 2003 4016
4098 1996 4299
7902 1995 2241
7138 1995 3680
7892 1995 2802
6888 1991 3023
4778 1995 3330
8706 2000 4299
4498 1995 4134
6805 1997 1625
8090 1997 3031
9754 2001 4277
4798 1992 2560
3659 1999 2543
4419 1993 2099
6920 1994 1871
5430 2002 1177
8931 1995 3517
4536 1991 2271
8128 1990 3449
9365 1995 2482
7347 2000 2929
4921 1998 4959
4280 2000 4529
9140 1995 3010
9728 1991 4306
9528 1997 3277
6819 1995 2856
9516 2001 2756
3194 2003 2280
8411 2003 2811
9988 1997 3056
6346 1995 2931
6491 1999 3711
5851 1990 2304
9287 1990 3016
3273 2002 3833
5849 1999 4034
6139 1999 1867
5640 2003 4873
9332 1993 1498
5115 2001 4047
5299 1995 4809
6936 1994 4708
4863 1990 2224
7603 1999 3906
8714 1998 2068
8292 2003 3245
8184 1994 4971
9525 2001 3146
7638 2002 3349
5478 1991 2781
3734 1994 2595
6486 1993 4545
6892 1997 1866
8094 1990 4296
8698 2003 3640
5155 1994 1207
5003 1999 2966
3122 2002 3593
3832 1995 2437
7593 1990 4169
7746 1996 1697
9208 1991 4828
4293 2002 1697
8562 1994 4159
3147 1996 3462
3500 1997 3998
4386 2001 1360
9301 1997 2678
7855 1992 1570
3371 1993 1508
7160 1991 3437
7378 1990 4345
9165 1997 3269
3831 1996 2840
8341 1998 4306
6877 1990 2938
9884 2001 4327
8764 1997 4931
8016 1990 2963
5172 2000 4118
9325 1995 3480
4989 2003 3564
3718 1991 2422
8079 2000 2316
6094 2002 1564
5912 2001 3440
7909 2001 2096
8855 1990 3506
4984 1993 1592
3365 1996 3059
9306 2001 3795
7779 1991 2025
4762 1993 2038
7393 2002 4018
6473 2001 3580
4154 2000 1203
5767 1998 2473
8244 1996 2273
4512 1995 4097
8867 1995 4951
4428 1991 1242
3359 1994 4028
3083 1994 2595
8915 1997 3788
6390 1998 3712
8373 2001 2228
8922 1991 2347
9598 1998 4442
5014 2000 2973
4922 2001 4414
5128 2001 2599
5575 1995 4920
5266 1993 1678
9012 1998 1419
7920 1992 1188
4280 1993 2485
5439 2000 3527
9821 2003 3288
8075 1990 1384
4944 1994 3775
3777 1992 2132
6334 2003 4561
9757 1996 1441
8881 1998 3592
5277 1994 4682
6833 2000 2141
7510 1998 4327
6121 1998 3170
4836 1990 3155
7896 2002 4089
5909 1992 3963
5935 2003 3610
6276 2000 1031
8234 1992 3717
6844 1991 1930
3827 1993 3669
9033 2000 3715
5958 2002 3743
8458 2000 3276
8895 1991 1812
8760 1991 3671
7179 1992 4969
4904 1990 4969
9618 1994 1187
7895 2001 3294
6724 1993 1174
6021 1998 3851
6670 1998 3292
8266 1990 4969
8862 1991 3307
9102 2000 3631
9226 2001 4077
3793 1996 4394
4196 1995 3498
7624 1993 3496
8321 1997 1113
7966 1992 1686
9214 1994 2249
9414 1994 1164
4171 2002 2072
9421 1997 2389
3141 1996 1606
3707 2003 4045
8644 1996 4491
8923 1997 1991
7738 2003 2945
8897 2002 2773
4536 1997 1526
4031 1991 1475
7611 1995 2301
8377 2001 3052
7008 2002 2787
3050 1998 1665
8113 1995 4300
9277 2003 1942
8853 1992 2886
6722 1999 4997
7723 1997 2734
3613 1996 1873
8720 2001 3594
3736 1994 4432
8895 1993 2686
9827 2002 4795
8369 2001 2207
5426 1997 4634
9764 1993 1237
3383 2002 3690
5244 1999 4270
5912 1997 4887
7953 1995 3077
6761 1992 3110
7263 1998 1047
5602 1999 4276
9452 2001 4109
8738 1993 4160
7410 2003 1018
6318 1993 1952
4368 1993 1403
3037 1994 4621
6910 1995 4575
8638 2002 2210
9896 1997 2049
9412 1990 4647
7620 1996 1811
3628 2002 3092
9593 1996 1066
9071 1991 2609
6659 1996 4015
6747 1992 4295
7836 1991 4039
9706 1993 4204
8299 1998 1641
8406 2003 4755
8782 2002 1624
4223 2003 1047
4925 2000 4497
3411 1996 1561
5322 1997 3486
6995 1992 4167
8504 1998 2683
8180 1993 4023
4999 1998 2018
5358 1997 4337
8023 2000 3065
9313 2003 4331
9884 1995 2377
7306 2003 3859
3610 1990 3169
8554 1999 4634
7090 1998 3814
3919 1993 4087
9958 1997 2550
4280 1997 4937
9327 1998 4289
5690 1991 1008
3630 1998 3711
8990 2003 4282
8736 2002 2054
3570 1999 1193
9254 1993 3003
9053 1992 4201
6318 1998 2047
4340 2000 2578
6880 1992 4141
6151 1996 4684
6795 1994 1677
8069 1994 1413
3228 1998 3189
9267 2001 2051
4611 1996 1274
9505 1997 2007
5876 1992 3608
7886 1996 4471
4610 2002 3799
3808 2001 1693
9090 1995 2503
5020 1997 4896
6992 1993 2592
6551 1995 1382
9444 1992 2039
9704 1996 1718
9906 1998 4295
6346 1999 4361
6271 2002 4609
8664 1997 2233
5907 2001 1850
7574 1992 2089
6233 2000 2904
8643 1990 1302
6476 1997 4545
9966 2001 3646
8888 2001 1372
3885 2000 2160
7708 1992 3063
7389 2002 1628
8018 1997 2347
9137 1994 4263
5605 1991 1973
4291 2000 2489
3114 1994 1338
8521 1991 1041
4100 2002 3997
7358 1996 4966
4136 1999 2010
3725 1991 4179
6884 1995 4391
7781 1994 1842
3089 1998 4021
6995 2001 2252
3618 1999 3563
4039 1996 1806
7435 1992 2109
6225 1995 2935
5731 1998 4919
8074 2003 2380
9830 1996 4723
5292 2003 4144
3676 1991 3787
9954 2000 4953
6920 1998 1397
5186 2000 1875
8735 1993 1628
4746 1994 4299
4913 1996 3159
7505 1996 2743
5566 2000 1759
6772 2001 2521
3637 2000 3206
6258 1990 2884
9268 1990 4239
8678 1991 2645
9470 2002 3822
3126 1994 1476
9965 2001 2926
3284 1998 3902
8141 2003 1748
4856 2002 1944
6695 2003 2363
6855 1996 2250
5620 1997 1586
7121 1993 1983
6098 1993 3853
3682 1995 4104
4590 1994 4806
7166 1994 1511
6903 2003 1131
4499 1995 2903
6112 1993 4418
8680 1998 2955
6078 1997 1193
3001 1994 4018
4494 1995 4322
6571 1994 2788
7508 2000 2858
8918 1991 3901
6955 2002 3733
7880 1996 1568
9574 1991 3775
6375 1995 4761
4320 1994 4699
9836 2002 3564
8851 1996 3609
3490 1993 3114
3612 1990 3921
4507 1994 2265
3169 1993 4700
6782 1995 4040
8388 1997 2111
3753 1990 1690
6211 2000 1548
3200 1995 4276
7735 1991 3137
4798 1991 1354
9377 2001 2629
6777 1990 1593
4092 1998 4284
4804 1999 1445
3973 1991 2843
5138 2003 1125
5732 1996 3250
4612 2003 2049
3930 1992 1059
8752 1998 1345
7368 1993 3953
5787 1995 4709
6721 1990 3373
4637 1995 4285
5950 1992 1088
7636 2002 4434
8405 1992 1380
8206 1999 3927
6293 1992 3555
5397 1997 1474
3278 1993 2249
8217 2001 4157
3461 1991 1209
5695 1994 3159
5301 2001 2074
3607 1993 3711
5611 1992 4708
5066 1992 4396
3019 2003 2542
6561 1991 1796
6138 1990 2283
9276 1991 2156
9010 1990 1863
9413 2002 2632
9372 1992 4584
4658 1990 3381
7751 1990 2123
8089 2003 2273
5616 2001 1200
7627 1991 1136
8550 2003 2529
8155 1990 3739
6735 2000 4586
5474 1996 3992
7405 2003 2078
5833 2003 2969
3523 2000 3802
6161 1994 4040
9860 1996 3922
8784 1990 1059
6932 1994 2163
4298 1993 2919
4454 2002 1462
3031 1993 1413
5537 1990 1250
9413 1992 2346
8160 2002 4077
9431 2002 1770
6985 1999 2207
5755 1994 2218
7762 2002 1412
8061 2000 4906
5287 1990 2994
3363 2002 4975
9560 1999 4044
6916 1999 1799
3739 2002 3542
8323 1997 4333
6275 1998 2145
3946 1991 1468
5444 1993 4823
8022 1999 3061
5509 2002 3880
9673 2000 4259
9011 1996 3469
8558 2000 4058
6374 2001 4716
7968 1991 2537
3780 1992 4552
9579 2001 1803
6790 1990 3200
7304 1991 4292
3257 2003 3777
9047 1994 3483
9909 1990 3509
5797 2001 2339
7296 2002 1569
4090 1996 2425
4605 1994 3537
5154 2000 2452
6901 2003 2776
9251 1994 4637
9844 1999 2832
4925 2000 1888
3105 1990 1499
6629 1999 4012
3248 1992 1572
5695 1999 2849
4804 2002 3878
8297 2000 1973
4434 1991 4592
7435 1998 3611
7144 2001 3675
9545 1996 3548
7792 1991 3273
8859 2000 4911
6677 1994 3416
4069 1996 4764
7080 1995 1930
7661 1999 1802
5004 2001 3258
8506 1996 4131
5696 1996 3194
8513 1990 2501
7578 1995 1748
3148 2001 1423
5803 1996 2805
5974 1993 3761
4178 1999 1966
3427 1990 3533
8242 1990 1918
7064 1996 4646
6221 1997 1392
6500 2002 4834
9137 1997 2713
8950 2001 3239
9830 1995 4353
5778 2000 3850
5815 1993 4851
4129 2001 1560
9553 2001 4361
4025 1996 2372
3920 2003 1881
5159 1995 4493
7400 1994 3917
4944 1994 1198
5585 1998 4898
9514 1999 3033
4407 1996 1006
5471 1996 4015
9890 1992 2133
5424 2000 2062
9944 2001 1755
5694 2001 4605
8191 1998 2536
3414 1994 2628
3646 1997 3287
6542 1990 1351
3779 1990 1615
5040 1994 1680
5744 1992 2073
6989 2000 4855
3092 1995 2198
8467 2000 2559
3659 1999 4353
5622 1991 2488
8190 2002 2139
5427 2001 2235
7197 1994 3036
3873 2000 2236
4963 1995 3294
5066 1991 4626
4091 2003 4446
8482 2002 4896
7540 2003 2440
5092 2002 2574
3789 1994 4538
4590 2003 2224
5023 1991 2233
9669 1997 1932
7919 1991 2571
4729 1997 2907
7977 1995 3836
4041 1995 4881
3422 1999 2986
8787 1999 3242
5936 1992 4920
4629 1994 4225
7331 1992 3937
3018 2000 1085
9901 1990 3464
6301 2002 3252
4057 1992 4541
4373 1999 2420
6112 1992 1528
9242 1993 3228
7673 2003 4662
7312 1995 4146
5952 1994 1036
8652 1990 1120
7149 1997 3165
8493 1999 3119
7173 1997 4670
6501 1999 2300
4588 1992 3130
3693 1998 3889
3004 2000 1023
6776 1991 1175
7325 2003 4216
6941 1994 4163
3583 1997 2605
5655 1996 3839
3444 1998 2823
5965 2002 2529
6365 2001 4800
6008 1996 4063
9858 1992 4483
6356 1996 1909
6440 1992 2747
9606 1990 3882
4914 2002 1736
5264 1997 4184
8588 1993 3332
7644 1990 2530
7486 1998 4077
3202 1995 3531
5750 1993 1620
6482 1992 1053
3181 1997 1889
7925 2001 3597
5074 1998 3813
5441 1995 1725
6226 1997 2572
5078 1993 4786
8728 1995 3195
4947 1994 3960
4349 1992 1688
8622 1999 1673
7793 1997 3662
6994 1995 1751
8131 1991 2647
6215 1993 2705
3880 1994 2284
6491 2000 3446
4478 2003 1019
8219 2000 1420
3147 2001 2495
9508 1992 1582
7511 2001 2182
4869 1992 2391
5051 1991 3857
4831 2003 2240
3236 1992 3278
6130 1990 2469
5903 1992 2504
9079 1994 2567
8323 1994 1882
3340 1992 1026
6297 1998 2399
9944 2002 4742
8401 1992 4904
7662 2002 3089
4496 2001 4129
4789 1996 1620
8497 2003 2356
4569 1995 1908
3618 1998 1319
8722 1990 4908
7445 1994 4039
5578 1991 2668
3084 1991 3147
6705 1996 1556
6928 1992 3031
3096 1990 3384
3938 1998 2352
5970 1997 2734
3860 2000 1861
4727 2003 1185
4937 1996 3027
4685 1995 1164
3329 1996 3789
5006 1996 1089
8169 1999 4861
8276 1995 4659
5204 1996 3148
9972 1992 3554
8380 1991 4354
4085 1992 1206
4905 2003 3576
4824 2001 3783
5355 1998 3583
5627 1995 1926
6504 1995 4436
3590 1994 4429
4401 2001 2255
3446 1997 2460
7717 1991 2739
3057 1998 2911
5553 1997 2187
7467 2002 2324
6898 1991 2290
9211 2000 4718
6377 1999 4726
3596 1996 4594
5482 2000 1329
7627 1990 4021
7297 1991 4575
9594 1999 2054
4682 1994 4669
7794 1999 3958
6281 1997 1373
9940 1998 1324
8290 1995 3476
4840 2001 3289
9341 1999 3324
8896 2000 2763
8769 2003 2329
4745 2000 1716
3708 1991 4561
7238 1997 3977
9146 1995 1107
4099 1995 4941
3140 1996 2508
8121 1997 4437
8322 2001 1390
4675 1997 1473
9945 1996 2105
6398 2003 1477
9899 1993 1249
6818 1990 1715
9087 2002 4705
4338 1996 4650
4386 1992 3064
4357 1997 3119
9320 2003 2993
8501 1992 3308
6349 1990 4359
9260 2003 3144
8841 1990 4948
8522 2003 4436
3223 1992 4245
9600 1999 2487
7626 2002 2896
3460 1995 2049
3781 1993 4681
8621 2002 1636
8060 1996 4169
7567 1991 2794
8313 1999 3755
4908 1991 4083
3745 1996 1640
9883 1990 3684
6916 1995 4996
7158 1990 4855
4606 1994 4472
6102 1996 3461
6467 1999 4237
5628 2003 3119
7362 2002 1493
3837 1995 1817
6519 1999 4717
6848 1993 4401
9857 2001 4544
7065 1991 3537
4342 1995 4577
4192 2001 4018
9053 2001 2477
6654 1994 1159
3158 1994 4879
4618 1990 3243
8882 2001 1379
6863 1996 2858
7905 1990 1826
8006 1993 4597
7468 2001 1970
9003 1994 3074
4007 1994 4770
8490 1993 4490
8689 2003 3230
7328 1995 2136
7029 2001 1862
9924 1990 1959
4363 1997 3160
7849 1995 4381
3820 1998 3080
8821 1993 4953
9702 1996 4681
6323 1993 1661
3970 2001 2561
3709 1992 1425
9113 1995 4788
4410 2002 3555
5009 2002 3303
3087 1991 4505
6806 1991 1970
8217 1990 3071
5501 2001 4027
4972 1991 3498
5723 1993 4277
4775 2003 2353
8100 1995 3129
9514 1997 1576
4612 1994 3625
8360 1998 3858
6282 1998 1643
6709 1999 3857
4376 1999 2538
8673 2000 1102
9436 1998 2567
3156 1992 2921
7682 1999 4373
3006 1998 4416
6696 1991 4150
6181 1996 2614
7157 1999 3292
7971 1999 2144
9091 1996 3878
9966 1995 1136
9681 2002 2478
5955 1997 2182
6809 1992 3978
8220 1994 4993
7296 2000 3933
6091 2001 2562
8538 2002 1769
3805 1992 2724
4367 1991 3917
4380 1994 4748
3350 2003 3531
7918 1991 3680
9453 1996 2941
6518 1997 3555
6347 1997 2842
3446 1990 2373
9673 1996 1287
3311 1997 3222
5622 2002 1003
4423 2000 3324
6578 1994 2651
8859 1996 2951
5792 1998 2860
5954 2003 2426
3719 1994 1657
4423 1995 1277
4289 1995 1473
4350 1999 4746
7884 1995 1200
3701 1990 3797
6665 1990 1989
3870 1999 2779
8453 2002 2229
6643 2000 4421
8861 1991 2891
6998 2002 1807
9033 1990 3321
5349 2000 1648
5602 2003 4099
6540 1998 3469
9752 2003 3429
4341 2003 1526
4925 1997 3355
4962 2003 2412
4150 1993 2010
9127 2001 4488
9047 1994 4541
9456 2000 2100
9655 1994 4989
5787 2001 2892
7649 2002 3780
8270 1991 2696
7096 2001 1613
9646 1995 1313
8877 2003 4021
4746 1990 1849
8321 1995 1751
4829 2001 4000
5065 2002 1722
3333 1997 2379
8765 1997 3088
9685 1992 3027
8732 2003 4365
5599 1995 1941
8593 1995 1766
7890 1995 3706
5876 1994 3575
4666 2003 4952
4265 1995 2582
9759 1996 2414
9950 1997 4783
7861 1999 1811
3533 1998 4082
4196 1992 4284
5191 1993 1814
4722 1994 4697
9676 2002 1140
6299 1995 1173
7852 1991 2698
4082 1991 1295
8952 1993 4546
9726 2003 2870
6171 2003 3733
3966 1997 3835
7722 1994 2813
9572 2002 1902
9808 2002 1763
9847 1996 2616
7783 1996 4254
3719 2002 4339
3955 2002 4748
4606 1994 3127
7915 1991 1764
9696 1992 1440
8293 2000 2629
8017 1996 4426
8827 1999 4947
4116 1992 4722
6302 2003 4238
3650 2002 3811
7963 2000 1081
3959 1993 1499
6354 1990 2694
4743 1996 2916
7892 1997 1957
9552 1997 1552
5985 1998 2250
5121 1995 2166
7183 2002 2042
7250 1999 4235
9398 1993 2486
7983 1990 3393
4291 1992 1308
6662 2002 4025
9083 2002 3741
8154 1992 2141
3541 1999 3527
8643 1995 2582
9008 2000 3495
5267 1994 4242
9568 1998 4881
6296 1999 4201
6020 1991 4738
6927 1990 1985
4327 1994 1070
8472 1992 3963
6600 1999 4241
9907 1991 4177
8387 2003 3352
6433 1990 3913
6410 1997 1533
9473 1994 4049
3548 1993 1160
3327 1993 2206
4348 1992 1281
5219 1995 3249
7324 1990 4292
3853 2001 2386
7660 2002 3022
7266 1996 4931
6121 2000 2254
5214 2003 3716
3231 2002 4620
9108 2002 4761
6780 1990 2385
7882 2001 1481
9958 2000 2698
7560 1990 1472
4166 1993 2030
3790 2003 3825
6825 2000 1343
6803 1990 4744
8536 1991 3737
4001 1997 4234
7503 2002 1289
3675 2000 2138
3513 1996 3527
7737 1993 2705
7983 1990 2459
7842 2000 1497
8933 1997 2326
6145 1990 4896
9040 1993 1258
6532 1991 1911
7435 1995 4830
7918 2003 3315
7850 1993 2501
6168 1998 3955
9525 1995 4960
9313 1997 1590
4564 1992 1485
4630 1997 1824
6768 2001 1544
9516 1993 2831
9973 1997 2874
9451 1995 1247
9960 1990 4096
8862 1994 2186
3609 1990 3876
4170 2001 4899
6816 1998 1063
5508 1997 1572
4115 1996 1728
3436 2002 4993
6170 1996 1281
7293 1991 2924
9427 1995 4138
7562 1996 4655
3870 1990 2863
3362 2000 2822
3601 2002 3807
9676 1997 3680
8015 2002 4867
4463 1992 3168
8638 2000 1562
5856 1992 3142
6772 2001 3005
7633 1998 4903
5353 2001 3243
9959 1998 1799
4995 1990 3136
8018 2002 3949
7724 1999 1251
8786 1991 3086
9318 2001 2873
3941 2000 3585
6238 1993 2827
3314 1997 3830
5877 1998 2132
4262 1993 3143
4788 1990 3638
3289 1990 3623
5264 1993 1894
6271 2003 2695
3232 1994 1630
9332 1996 4492
6023 1999 4365
4473 1999 1998
5991 1993 4326
7223 2000 4587
8372 1994 3130
8429 2000 4505
3364 2003 3741
9852 1998 1528
9455 2002 1790
7117 2000 1260
7294 2003 1981
4891 1996 2734
5533 2003 4556
7061 1990 1933
5232 1993 3516
7133 2001 2197
3322 2002 4247
5866 1990 2186
4663 1993 1145
7966 1994 2016
3722 2002 1391
6985 1992 4306
7075 1994 3863
3279 2000 3842
7905 1994 2603
5524 1992 2449
9689 1995 3830
5143 1998 2922
8542 1999 2722
6172 1995 4938
8463 1998 1141
8695 1993 2119
5427 2003 3365
7885 1999 3786
7899 1995 1446
8159 1998 2557
6327 2002 3789
8918 2001 3237
4861 1998 3241
4704 2001 4007
5049 1991 1299
9217 1996 2061
8400 2002 3740
7941 2003 1971
5987 1992 3275
8490 1995 2763
6131 1998 1195
6655 2002 4070
4886 1990 3513
9949 1992 2081
5372 1995 2218
4755 1994 3741
3789 1993 3075
4653 1994 2058
3721 2003 4938
8864 2003 1295
9420 1998 1903
5257 1992 3362
7066 1996 3464
6635 1999 2427
6821 1993 3872
7680 1997 2873
3620 1992 4131
7758 2003 1143
4884 2001 1644
3447 2001 3019
5164 1999 1428
5153 1990 4421
3487 1996 1699
5001 1990 2599
7840 1997 3489
4796 1997 4329
5786 1997 1269
4103 1993 2962
9652 1991 3291
9798 2002 2716
9839 1998 4554
8712 2000 1338
4523 2001 3103
8540 1995 3744
7222 1992 4010
9214 1996 2081
9601 1996 3425
7541 2000 1914
6732 1990 4322
8795 1998 2084
9043 2000 2825
6102 1996 3431
7422 1991 4435
3703 1990 2493
6985 2002 1101
6296 1991 1452
4628 2002 1543
7419 1999 3690
3833 1990 3044
4652 1994 1235
8198 2001 1631
8622 1994 4066
3629 1990 3856
6370 1997 3218
3782 1990 4323
4593 1994 3314
9215 2002 4924
6735 1993 1635
4652 1994 1681
3312 2003 4399
6625 1994 2123
8847 1993 3956
6296 2001 4211
3099 1992 3271
7725 1992 1642
3471 1998 2929
6922 1990 4543
4913 1999 4432
4326 1992 1333
8308 1998 1954
4559 1990 1416
5215 1990 2223
8646 1992 1642
5305 1991 2933
4864 1996 1770
3292 2002 1532
5353 1999 4790
5266 1994 2785
5107 2001 4045
6345 2002 3559
4143 1993 1649
7513 1993 2565
6542 1998 1689
3193 1993 1963
8999 1990 2422
